Image_ID,Image_Name,Orig_Image_Name,URL_Image,URL_Info,Image_Details,Caption
66,image_0066,rus02100.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=66,warfare world war ii pilot 20th c russian social realist painting deyneka aleksandr pilot c 1945 russian social realist,DEYNEKA Aleksandr | Pilot. | c. 1945 | Russian | Social Realist
67,image_0067,war02108.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=67,warfare world war ii totes meer dead sea 20th c british illustration painting nash paul totes meer dead sea 19401944 british illustration,NASH Paul | Totes Meer (Dead Sea).| 1940-1944 | British | Illustration
68,image_0068,euh07058.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=68,warfare world war ii v2 rocket 20th c german military industrial arts euh07058jpg von braun wernher v2 rocket 19441945 german military germany kathleen cohen,euh07058.jpg | VON BRAUN Wernher | V-2 Rocket. | 1944-1945 | German | Military | | Germany. | | Â©Kathleen Cohen |
69,image_0069,war02109.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=69,warfare world war ii v2 rocket 20th c german industrial arts german v2 rocket 1942 german,GERMAN | V2 Rocket. | 1942 | German |
70,image_0070,euh07057.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=70,warfare world war ii v2 rocket 20th c german military industrial arts euh07057jpg von braun wernher v2 rocket 19441945 german military germany kathleen cohen,euh07057.jpg | VON BRAUN Wernher | V-2 Rocket. | 1944-1945 | German | Military | | Germany. | | Â©Kathleen Cohen |
71,image_0071,berh5652.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=71,warfare world war ii london blitz from above 29 december 1940 film still 20th c british documentary film  video british anonymouslondon blitz from above 29 december 1940 film still 1940 british documentary kathleen cohen berh5652,"""BRITISH Anonymous |London blitz from above, 29 December 1940. Film still. | 1940 | British | Documentary | Â©Kathleen Cohen | berh5652"""
72,image_0072,berh5697.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=72,warfare world war ii combustion chamber of a v2 rocket 20th c german military industrial arts nazi anonymouscombustion chamber of a v2 rocket c 19441945 german military kathleen cohen berh5697,NAZI Anonymous |Combustion chamber of a V-2 rocket. | c. 1944-1945 | German | Military | Â©Kathleen Cohen | berh5697
73,image_0073,york1025.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=73,warfare world war ii wwii danger keep away butterfly bomb  warning 20th c british military industrial arts british anonymous wwii danger keep away butterfly bomb  warning c 19391945 british military,BRITISH Anonymous | WWII. Danger Keep Away. Butterfly bomb & warning. | c. 1939-1945 | British | Military
74,image_0074,war02112.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=74,warfare world war ii winston churchill during the battle of britain 20th c british photography british winston churchill during the battle of britain 1940 british,BRITISH | Winston Churchill during the Battle of Britain. | 1940 | British |
75,image_0075,war02098.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=75,warfare world war ii a balloon site coventry 20th c british realist painting knight laura a balloon site coventry 19421944 british realist,KNIGHT Laura | A Balloon Site; Coventry. | 1942-1944 | British | Realist
76,image_0076,euh07053.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=76,warfare world war ii war in the west nazi movie poster 20th c german graphic design pewas peter war in the west nazi movie poster 1941 german,PEWAS Peter | War in the West. Nazi movie poster. | 1941 | German |
77,image_0077,war02097.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=77,warfare world war ii a bunyan standard irrigation envelope for the treatment of burns 20th c british realist painting gabain ethel a bunyan standard irrigation envelope for the treatment of burns 19401944 british realist,GABAIN Ethel | A Bunyan Standard Irrigation Envelope for the Treatment of Burns. | 1940-1944 | British | Realist
78,image_0078,war03010.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=78,warfare world war ii wwii map of europe dec 7 1941june 30 1943 20th c american maps  diagrams american wwii map of europe dec 7 1941june 30 1943 american,AMERICAN | WWII. Map of Europe. Dec. 7 1941-June 30 1943. || American |
79,image_0079,judw0153.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=79,warfare world war ii german expansion apriloctober 1942 20th c german utilitarian maps  diagrams cartographer german expansion apriloctober 1942 1942 german utilitarian,CARTOGRAPHER | German Expansion: April-October 1942. | 1942 | German | Utilitarian
80,image_0080,rusr8315.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=80,warfare world war ii portrait of georgy zhukov 20th c russian social realist painting kotov petr portrait of georgy zhukov c 1945 russian social realist,KOTOV Petr | Portrait of Georgy Zhukov. | c. 1945 | Russian | Social Realist
81,image_0081,bulg0557.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=81,warfare world war ii communist medals 20th c russian soviet applied arts russian communist medals c19401989 russian,RUSSIAN | Communist Medals. | c.1940-1989 | Russian |
82,image_0082,rusr8316.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=82,warfare world war ii girl aa defense fighter 20th c russian social realist painting isaywa vera girl aa defense fighter c 1941 russian social realist,ISAYWA Vera | Girl AA Defense Fighter. | c. 1941 | Russian | Social Realist
83,image_0083,war02059.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=83,warfare world war ii a victim bombing 20th c british illustration graphic arts nevinson christopher richard wynne a victim bombing 1915 british illustration,NEVINSON Christopher Richard Wynne | A Victim. (bombing) | 1915 | British | Illustration
84,image_0084,rusr8314.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=7,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=84,warfare world war ii portrait of a guerrilla detachment commander 20th c russian social realist painting serebryany joseph portrait of a guerrilla detachment commander c 1942 russian social realist,SEREBRYANY Joseph | Portrait of a Guerrilla Detachment Commander. | c. 1942 | Russian | Social Realist
85,image_0085,rusr8319.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=85,warfare world war ii study for a partisans mother 20th c russian social realist painting gerasimov sergei study for a partisans mother c 1943 russian social realist,GERASIMOV Sergei | Study for a Partisan's Mother. | c. 1943 | Russian | Social Realist
86,image_0086,rusr8313.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=86,warfare world war ii a red army man 20th c russian social realist painting labas alexander a red army man c 1928 russian social realist,LABAS Alexander | A Red Army Man. | c. 1928 | Russian | Social Realist
87,image_0087,rusr8306.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=87,warfare world war ii getting their photograph taken 20th c russian social realist painting bogorodsky fyodor getting their photograph taken c 1932 russian socialist realist,BOGORODSKY Fyodor | Getting their Photograph Taken. | c. 1932 | Russian | Socialist Realist
88,image_0088,rus02092.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=88,warfare world war ii mother and child two men 20th c ukrainian social realist sculpture petralebech mother and child 1937 ukrainian social realist,PETRALEBECH | Mother and Child | 1937 | Ukrainian | Social Realist
89,image_0089,rus02098.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=89,warfare world war ii russian soldiers 20th c ukrainian social realist painting soviet russian soldiers c 19501959 ukrainian socialist realist,SOVIET | Russian Soldiers. | c. 1950-1959 | Ukrainian | Socialist Realist
90,image_0090,rusr8302.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=90,warfare world war ii disabled veterans 20th c russian social realist painting pimenov yury disabled veterans c 1926 russian social realist,PIMENOV Yury | Disabled Veterans. | c. 1926 | Russian | Social Realist
91,image_0091,rush7013.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=91,warfare world war ii scorched by the fires of wartraces of war 20th c russian social realist painting korzhev gely scorched by the fires of war traces of war 19571960 russian neorealist,KORZHEV Gely | Scorched by the Fires of War. Traces of War. | 1957-1960 | Russian | Neo-Realist
92,image_0092,ctas5404.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=92,warfare world war ii courageous hero of turkmenistan alamurat niyazov 20th c turkmen realist painting ctas5404 b hodjammayev act mid 20th c turkmenistan courageous hero of turkmenistan alamurat niyazov 19401950 turkmen realist kathleen cohen,ctas5404 | B. HODJAMMAYEV (act mid 20th c Turkmenistan) | Courageous Hero of Turkmenistan Alamurat Niyazov. | 1940-1950 | Turkmen | Realist | Â©Kathleen Cohen
93,image_0093,20p08076.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=93,warfare world war ii fascist shooting girl 20th c russian sots art painting komar  melamid fascist shooting girl 1972 russian sots art,KOMAR & MELAMID | Fascist Shooting Girl. | 1972 | Russian | Sots Art
94,image_0094,berh5668.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=94,warfare world war ii partisans grab your weapons 20th c ukrainian social realist graphic design karpovskyj naum pavlovycpartisans grab your weapons 1941 ukrainian socialist realist kathleen cohen berh5668,KARPOVS'KYJ Naum Pavlovyc |Partisans Grab Your Weapons! | 1941 | Ukrainian | Socialist Realist | Â©Kathleen Cohen | berh5668
95,image_0095,war03040.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=95,warfare world war ii wwii russian field gun used by german wehrmacht 20th c russian painting russian wwii russian field gun used by german wehrmacht 1944 russian,RUSSIAN | WWII. Russian Field Gun used by German Wehrmacht. | 1944 | Russian |
96,image_0096,rus02099.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=8,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=96,warfare world war ii invasion world war ii 20th c russian social realist painting soviet invasion world war ii c 19501959 russian social realist,SOVIET | Invasion. World War II. | c. 1950-1959 | Russian | Social Realist
97,image_0097,rus02097.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=9,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=97,warfare world war ii letter from the front 20th c russian social realist painting laktionov aleksandr ivanovich letter from the front 1947 russian social realist,LAKTIONOV Aleksandr Ivanovich | Letter From the Front. | 1947 | Russian | Social Realist
